Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,Hall_of_Fame,Active,Url,Path
Alex Stivrins,1986,1993,F,6-8,220.0,"November 29, 1962","Creighton, Colorado",False,False,https://www.basketball-reference.com/players/s/stivral01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stivral01.html
David Stockton,2015,2018,G,5-11,165.0,"June 24, 1991",Gonzaga,False,False,https://www.basketball-reference.com/players/s/stockda01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stockda01.html
John Stockton,1985,2003,G,6-1,170.0,"March 26, 1962",Gonzaga,True,False,https://www.basketball-reference.com/players/s/stockjo01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stockjo01.html
Peja Stojaković,1999,2011,F,6-10,229.0,"June 9, 1977",,False,False,https://www.basketball-reference.com/players/s/stojape01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stojape01.html
Ed Stokes,1998,1998,C,7-0,264.0,"September 3, 1971",Arizona,False,False,https://www.basketball-reference.com/players/s/stokeed01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stokeed01.html
Greg Stokes,1986,1990,F-C,6-10,220.0,"August 5, 1963",Iowa,False,False,https://www.basketball-reference.com/players/s/stokegr01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stokegr01.html
Jarnell Stokes,2015,2017,F-C,6-9,263.0,"January 7, 1994",Tennessee,False,False,https://www.basketball-reference.com/players/s/stokeja01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stokeja01.html
Maurice Stokes,1956,1958,F-C,6-7,232.0,"June 17, 1933",Saint Francis University,True,False,https://www.basketball-reference.com/players/s/stokema01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stokema01.html
Art Stolkey,1947,1947,G,6-1,180.0,"October 23, 1920",Detroit Mercy,False,False,https://www.basketball-reference.com/players/s/stolkar01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stolkar01.html
Randy Stoll,1968,1968,C,6-7,235.0,,Washington State,False,False,https://www.basketball-reference.com/players/s/stollra01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stollra01.html
Diamond Stone,2017,2017,C,6-11,255.0,"February 10, 1997",Maryland,False,False,https://www.basketball-reference.com/players/s/stonedi01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stonedi01.html
George Stone,1969,1972,F,6-7,195.0,"February 9, 1946",Marshall,False,False,https://www.basketball-reference.com/players/s/stonege01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stonege01.html
Julyan Stone,2012,2018,G,6-6,200.0,"December 7, 1988",Texas-El Paso,False,False,https://www.basketball-reference.com/players/s/stoneju01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stoneju01.html
Awvee Storey,2005,2008,G-F,6-6,222.0,"April 18, 1977","Illinois, Arizona State",False,False,https://www.basketball-reference.com/players/s/storeaw01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{storeaw01.html
Damon Stoudamire,1996,2008,G,5-10,171.0,"September 3, 1973",Arizona,False,False,https://www.basketball-reference.com/players/s/stoudda01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stoudda01.html
Salim Stoudamire,2006,2008,G,6-1,179.0,"October 11, 1982",Arizona,False,False,https://www.basketball-reference.com/players/s/stoudsa01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stoudsa01.html
Amar'e Stoudemire,2003,2016,F-C,6-10,245.0,"November 16, 1982",,False,False,https://www.basketball-reference.com/players/s/stoudam01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stoudam01.html
Paul Stovall,1973,1974,F,6-4,215.0,"August 16, 1948","Pratt Community College, Arizona State",False,False,https://www.basketball-reference.com/players/s/stovapa01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stovapa01.html
D.J. Strawberry,2008,2008,G,6-5,201.0,"June 15, 1985",Maryland,False,False,https://www.basketball-reference.com/players/s/strawdj01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{strawdj01.html
Joe Strawder,1966,1968,C,6-10,235.0,"September 21, 1940",Bradley,False,False,https://www.basketball-reference.com/players/s/strawjo01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{strawjo01.html
Julian Strawther,2024,2024,F,6-7,205.0,"April 18, 2002",Gonzaga,False,True,https://www.basketball-reference.com/players/s/strawju01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{strawju01.html
Bill Stricker,1971,1971,F,6-9,210.0,"January 22, 1948",University of the Pacific,False,False,https://www.basketball-reference.com/players/s/stricbi01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stricbi01.html
Erick Strickland,1997,2005,G,6-3,210.0,"November 25, 1973",Nebraska,False,False,https://www.basketball-reference.com/players/s/stricer01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stricer01.html
Mark Strickland,1995,2003,F,6-9,210.0,"July 14, 1970",Temple,False,False,https://www.basketball-reference.com/players/s/stricma01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stricma01.html
Rod Strickland,1989,2005,G,6-3,175.0,"July 11, 1966",DePaul,False,False,https://www.basketball-reference.com/players/s/stricro02.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stricro02.html
Roger Strickland,1964,1964,F,6-5,200.0,"September 4, 1940",Jacksonville University,False,False,https://www.basketball-reference.com/players/s/stricro01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stricro01.html
John Stroeder,1988,1989,F,6-10,260.0,"July 24, 1958",Montana,False,False,https://www.basketball-reference.com/players/s/stroejo01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stroejo01.html
Derek Strong,1992,2001,F,6-8,220.0,"February 9, 1968",Xavier,False,False,https://www.basketball-reference.com/players/s/stronde01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stronde01.html
Lamont Strothers,1992,1993,G,6-4,190.0,"May 10, 1968",Christopher Newport University,False,False,https://www.basketball-reference.com/players/s/strotla01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{strotla01.html
John Stroud,1981,1981,F,6-7,215.0,"October 29, 1957",Ole Miss,False,False,https://www.basketball-reference.com/players/s/stroujo01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stroujo01.html
Red Stroud,1968,1968,G,6-0,160.0,"May 2, 1941",Mississippi State,False,False,https://www.basketball-reference.com/players/s/stroure01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stroure01.html
Max Strus,2020,2024,G,6-5,215.0,"March 28, 1996","Lewis (IL), DePaul",False,True,https://www.basketball-reference.com/players/s/strusma01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{strusma01.html
Rodney Stuckey,2008,2017,G,6-5,210.0,"April 21, 1986",Eastern Washington,False,False,https://www.basketball-reference.com/players/s/stuckro01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stuckro01.html
Gene Stump,1948,1950,F-G,6-2,185.0,"August 9, 1925",DePaul,False,False,https://www.basketball-reference.com/players/s/stumpge01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stumpge01.html
Stan Stutz,1947,1949,G-F,5-10,170.0,"April 14, 1920",Rhode Island,False,False,https://www.basketball-reference.com/players/s/stutzst01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{stutzst01.html
Jalen Suggs,2022,2024,G,6-5,205.0,"June 3, 2001",Gonzaga,False,True,https://www.basketball-reference.com/players/s/suggsja01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{suggsja01.html
Gary Suiter,1971,1971,C-F,6-9,225.0,"January 18, 1945",Midwestern State University,False,False,https://www.basketball-reference.com/players/s/suitega01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{suitega01.html
Jared Sullinger,2013,2017,F,6-9,260.0,"March 4, 1992",Ohio State,False,False,https://www.basketball-reference.com/players/s/sullija01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sullija01.html
DaJuan Summers,2010,2013,F,6-8,230.0,"January 24, 1988",Georgetown,False,False,https://www.basketball-reference.com/players/s/summeda01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{summeda01.html
Edmond Sumner,2018,2023,G,6-4,196.0,"December 31, 1995",Xavier,False,True,https://www.basketball-reference.com/players/s/sumneed01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sumneed01.html
Barry Sumpter,1989,1989,F-C,6-11,215.0,"November 11, 1965","Louisville, Austin Peay State University",False,False,https://www.basketball-reference.com/players/s/sumptba01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sumptba01.html
Don Sunderlage,1954,1955,G,6-1,180.0,"December 20, 1929",Illinois,False,False,https://www.basketball-reference.com/players/s/sundedo01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sundedo01.html
Bruno Šundov,1999,2005,C,7-2,220.0,"February 10, 1980",,False,False,https://www.basketball-reference.com/players/s/sundobr01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sundobr01.html
Jon Sundvold,1984,1992,G,6-2,170.0,"July 2, 1961",Missouri,False,False,https://www.basketball-reference.com/players/s/sundvjo01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sundvjo01.html
Bob Sura,1996,2005,G,6-5,200.0,"March 25, 1973",Florida State,False,False,https://www.basketball-reference.com/players/s/surabo01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{surabo01.html
Dick Surhoff,1953,1954,F,6-4,210.0,"November 16, 1929",Long Island University,False,False,https://www.basketball-reference.com/players/s/surhodi01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{surhodi01.html
George Sutor,1968,1970,C,6-8,235.0,"September 14, 1943",La Salle,False,False,https://www.basketball-reference.com/players/s/sutorge01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sutorge01.html
Dane Suttle,1984,1985,G,6-3,190.0,"August 9, 1961",Pepperdine,False,False,https://www.basketball-reference.com/players/s/suttlda01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{suttlda01.html
Greg Sutton,1992,1996,G,6-2,170.0,"December 3, 1967",Oral Roberts,False,False,https://www.basketball-reference.com/players/s/suttogr01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{suttogr01.html
Keith Swagerty,1969,1970,F,6-7,235.0,"October 30, 1945",University of the Pacific,False,False,https://www.basketball-reference.com/players/s/swageke01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{swageke01.html
Bennie Swain,1959,1959,F,6-8,220.0,"December 16, 1933",Texas Southern,False,False,https://www.basketball-reference.com/players/s/swainbe01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{swainbe01.html
Caleb Swanigan,2018,2020,F,6-9,260.0,"April 18, 1997",Purdue,False,False,https://www.basketball-reference.com/players/s/swanica01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{swanica01.html
Norm Swanson,1954,1954,F,6-6,210.0,"October 4, 1930",Detroit Mercy,False,False,https://www.basketball-reference.com/players/s/swansno01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{swansno01.html
Dan Swartz,1963,1963,F,6-4,215.0,"December 23, 1934",Morehead State University,False,False,https://www.basketball-reference.com/players/s/swartda01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{swartda01.html
Mike Sweetney,2004,2007,F,6-8,275.0,"October 25, 1982",Georgetown,False,False,https://www.basketball-reference.com/players/s/sweetmi01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sweetmi01.html
Cole Swider,2023,2024,F,6-9,220.0,"May 8, 1999","Villanova, Syracuse",False,True,https://www.basketball-reference.com/players/s/swideco01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{swideco01.html
Robert Swift,2005,2009,C,7-0,245.0,"December 3, 1985",,False,False,https://www.basketball-reference.com/players/s/swiftro01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{swiftro01.html
Skeeter Swift,1970,1974,G,6-3,204.0,"June 19, 1946",East Tennessee State University,False,False,https://www.basketball-reference.com/players/s/swiftsk01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{swiftsk01.html
Stromile Swift,2001,2009,F,6-9,225.0,"November 21, 1979",LSU,False,False,https://www.basketball-reference.com/players/s/swiftst01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{swiftst01.html
Aaron Swinson,1995,1995,F,6-5,230.0,"January 9, 1971",Auburn,False,False,https://www.basketball-reference.com/players/s/swinsaa01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{swinsaa01.html
Craig Sword,2022,2022,G,6-3,196.0,"January 16, 1994",Mississippi State,False,True,https://www.basketball-reference.com/players/s/swordcr01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{swordcr01.html
Pape Sy,2011,2011,F,6-7,225.0,"April 5, 1988",,False,False,https://www.basketball-reference.com/players/s/sypa01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sypa01.html
Buck Sydnor,1947,1947,G,5-10,175.0,"September 19, 1921",Western Kentucky,False,False,https://www.basketball-reference.com/players/s/sydnobu01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sydnobu01.html
Keifer Sykes,2022,2022,G,6-0,180.0,"December 30, 1993",Green Bay,False,True,https://www.basketball-reference.com/players/s/sykeske01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sykeske01.html
Larry Sykes,1996,1996,F,6-9,255.0,"April 11, 1973",Xavier,False,False,https://www.basketball-reference.com/players/s/sykesla01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{sykesla01.html
Brett Szabo,1997,1997,C,6-11,230.0,"February 1, 1968",Augustana College (SD),False,False,https://www.basketball-reference.com/players/s/szabobr01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{szabobr01.html
Wally Szczerbiak,2000,2009,F,6-7,244.0,"March 5, 1977",Miami University,False,False,https://www.basketball-reference.com/players/s/szczewa02.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{szczewa02.html
Walt Szczerbiak,1972,1972,F,6-6,210.0,"August 21, 1949",George Washington,False,False,https://www.basketball-reference.com/players/s/szczewa01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{s{szczewa01.html
Žan Tabak,1995,2001,C,7-0,245.0,"June 15, 1970",,False,False,https://www.basketball-reference.com/players/t/tabakza01.html,/Users/mauriciozorzan/NBA_Champion/Data/PLAYER_HTML/https}{{www.basketball-reference.com{players{t{tabakza01.html
